OBJECTID,Block Group identifier,Population for poverty,Population in households under 2 times poverty,Percent Low Income,Total Population,Population Not Hispanic or Latino only,Total Minority,Percent Minority,Total Households,Households with Limited English Proficiency,Percent Households with Limited English Proficiency,Overburdened Community Criteria,Block Group - Tribal,Block Group County Subdivision,County,Municipality,Municipality Code,Split Block Group,Split Municipality,GLOBALID,SHAPE_Length,SHAPE_Area
1696,3.4017E+11,738,68,9.21409214,738,263,475,64.36314363,291,39,13.40206186,Minority,Block group,3401703580,HUDSON,Bayonne City,901,Not a split block group,Not Applicable,{8EDA0783-2F5E-404F-B67A-3BB188C35972},4499.745361,1143761.926
1697,3.4017E+11,835,110,13.17365269,840,340,500,59.52380952,442,52,11.76470588,Minority,Block group,3401703580,HUDSON,Bayonne City,901,Not a split block group,Not Applicable,{2B037D4B-4215-45A8-896F-448AA6E8789C},5599.694648,1534345.785
1698,3.4017E+11,1544,846,54.79274611,1544,580,964,62.43523316,835,97,11.61676647,Low Income and Minority,Block group,3401703580,HUDSON,Bayonne City,901,Not a split block group,Not Applicable,{A563BC71-9358-47D4-969D-6BBB0EBBB46E},17252.59626,13005626.51
1699,3.4017E+11,1152,155,13.45486111,1152,377,775,67.27430556,467,0,0,Minority,Block group,3401703580,HUDSON,Bayonne City,901,Not a split block group,Not Applicable,{BE3F864D-E3AB-4F2A-BA47-DA106F0F8A70},7399.110295,2072407.009
1700,3.4017E+11,1243,394,31.69750603,1243,560,683,54.94770716,382,0,0,Minority,Block group,3401703580,HUDSON,Bayonne City,901,Not a split block group,Not Applicable,{9CF1CF09-A0CC-4577-89F0-899CCC4552AE},4457.841895,1170864.221
1701,3.4017E+11,1406,597,42.46088193,1406,795,611,43.45661451,623,86,13.80417335,Low Income and Minority,Block group,3401703580,HUDSON,Bayonne City,901,Not a split block group,Not Applicable,{6DDAFA62-64B0-4F47-9FEB-0052CE7887AA},4568.627322,1215157.768
1702,3.4017E+11,2554,1070,41.89506656,2554,537,2017,78.97415818,854,38,4.44964871,Low Income and Minority,Block group,3401703580,HUDSON,Bayonne City,901,Not a split block group,Not Applicable,{C0EB0DAF-F01E-4F0D-BD58-125DA372C3FC},4909.077776,1482785.814
1703,3.4017E+11,969,175,18.05985552,969,489,480,49.53560372,461,60,13.01518438,Minority,Block group,3401703580,HUDSON,Bayonne City,901,Not a split block group,Not Applicable,{5193CF5F-4BE6-4470-81D9-4BBBAD96F9AC},6046.947114,1460808.439
1704,3.4017E+11,1278,281,21.98748044,1278,531,747,58.45070423,543,86,15.83793738,Minority,Block group,3401703580,HUDSON,Bayonne City,901,Not a split block group,Not Applicable,{A4020D29-22C1-4EDE-B882-21D04ED37545},4621.025436,1185834.517
1705,3.4017E+11,1172,510,43.51535836,1176,108,1068,90.81632653,533,263,49.34333959,"Low Income, Minority, and Limited English",Block group,3401703580,HUDSON,Bayonne City,901,Not a split block group,Not Applicable,{4FA667F0-1E56-4CCC-A117-458B6DB6A8EF},5023.501008,957202.8259
1706,3.4017E+11,542,382,70.4797048,542,127,415,76.56826568,218,26,11.9266055,Low Income and Minority,Block group,3401703580,HUDSON,Bayonne City,901,Not a split block group,Not Applicable,{800AF04D-4ACC-4194-B90E-4DC7E1DF3D6E},2918.935256,530595.4089
1707,3.4017E+11,1665,769,46.18618619,1665,764,901,54.11411411,849,187,22.02591284,Low Income and Minority,Block group,3401703580,HUDSON,Bayonne City,901,Not a split block group,Not Applicable,{9DCC761A-9C28-41AB-B43A-77A12B77BCF5},6324.330528,1639994.877
1708,3.4017E+11,679,198,29.16053019,679,178,501,73.78497791,212,30,14.1509434,Minority,Block group,3401703580,HUDSON,Bayonne City,901,Not a split block group,Not Applicable,{A3C594D1-1AD2-4455-809F-8FABA51DE9D2},4859.180639,1416530.012
1709,3.4017E+11,1380,221,16.01449275,1418,278,1140,80.39492243,471,48,10.1910828,Minority,Block group,3401703580,HUDSON,Bayonne City,901,Not a split block group,Not Applicable,{D058D31C-228D-42F3-8057-1A021EAB3D08},5186.636303,1403518.539
1710,3.4017E+11,1570,783,49.87261146,1570,382,1188,75.66878981,603,94,15.58872305,Low Income and Minority,Block group,3401703580,HUDSON,Bayonne City,901,Not a split block group,Not Applicable,{62A774C5-84C5-4904-BFAE-ADD9779593D0},3566.683304,778966.9215
1711,3.4017E+11,2338,845,36.14200171,2338,810,1528,65.35500428,848,58,6.83962264,Low Income and Minority,Block group,3401703580,HUDSON,Bayonne City,901,Not a split block group,Not Applicable,{5CC1C012-1932-42E3-A6AA-5E06150893A0},5559.237745,1918575.826
1712,3.4017E+11,749,436,58.21094793,749,148,601,80.24032043,463,85,18.35853132,Low Income and Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{F52A39EB-CFC4-4FEF-9154-FB92F659D355},3855.368789,718167.5325
1713,3.4017E+11,1764,179,10.14739229,1999,654,1345,67.28364182,655,26,3.96946565,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{7B81A29F-92F2-4D44-AA48-BF3868DD2DF7},8139.21639,2519956.618
1714,3.4017E+11,1309,120,9.16730328,1315,545,770,58.55513308,574,0,0,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{C7F29FAA-C800-488F-AEEC-EE99E71BE383},4971.252527,691351.1136
1715,3.4017E+11,1719,191,11.11111111,1719,608,1111,64.63059919,935,19,2.03208556,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{E0BBCB6B-79D8-4216-A149-C887CF6DA93E},3767.578228,498811.7103
1716,3.4017E+11,1781,14,0.78607524,1781,521,1260,70.74677148,715,0,0,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{3CCAAA40-93DC-4340-9DF4-9A2BB8D5D797},2639.769271,382413.904
1717,3.4017E+11,1315,52,3.95437262,1315,398,917,69.7338403,669,134,20.02989537,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{4FCA5024-8892-4790-BA31-9BD38C442A1B},4861.941964,882230.3815
1718,3.4017E+11,1925,273,14.18181818,1925,246,1679,87.22077922,1010,62,6.13861386,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{21D7BC7A-E9C5-42D7-86E2-D9BBF659B933},1822.847816,175335.1026
1719,3.4017E+11,1479,67,4.5300879,1479,701,778,52.60311021,708,15,2.11864407,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{CB81491C-B26C-490D-AC9B-7AB493FE1BB3},12400.6373,7763156.256
1720,3.4017E+11,3654,929,25.42419267,3654,1340,2314,63.32785988,1722,202,11.73054588,Minority,Block group,3401736000,HUDSON,Jersey City,906,Not a split block group,Not Applicable,{D940FF91-025C-4CCB-8085-F346108A44BD},13466.01828,6039277
1721,3.4017E+11,2485,566,22.77665996,2485,644,1841,74.08450704,977,35,3.58239509,Minority,Block group,3401703580,HUDSON,Bayonne City,901,Not a split block group,Not Applicable,{36A9AF8C-E138-4E29-BA2E-FFB5E2F32D10},17347.92545,18796354.22
1722,3.4017E+11,1925,963,50.02597403,1925,445,1480,76.88311688,494,104,21.05263158,Low Income and Minority,Block group,3401703580,HUDSON,Bayonne City,901,Not a split block group,Not Applicable,{9C770CF0-C534-4710-8A2D-7406D9A9FF63},6469.531656,2067025.494
1723,3.4017E+11,1760,189,10.73863636,1780,596,1184,66.51685393,616,35,5.68181818,Minority,Block group,3401703580,HUDSON,Bayonne City,901,Not a split block group,Not Applicable,{EEE5EBC3-0F04-4B4F-84E9-0496B2E61B3A},6902.155098,2050167.83
1724,3.4017E+11,1202,557,46.33943428,1202,617,585,48.66888519,380,0,0,Low Income and Minority,Block group,3401703580,HUDSON,Bayonne City,901,Not a split block group,Not Applicable,{F733FBEB-032E-4A0E-8120-0D5A9552E7FA},17648.23193,19906048.67
1725,3.4017E+11,2194,631,28.76025524,2194,622,1572,71.64995442,725,117,16.13793103,Minority,Block group,3401703580,HUDSON,Bayonne City,901,Not a split block group,Not Applicable,{E5ED9BE5-B814-4530-AA84-B0DB4DD84658},49202.17591,90653500.06
1726,3.4017E+11,646,73,11.3003096,646,148,498,77.08978328,261,40,15.3256705,Minority,Block group,3401703580,HUDSON,Bayonne City,901,Not a split block group,Not Applicable,{39354934-953C-43E1-9319-089C07F70ACC},4065.073123,834254.1173
1727,3.4017E+11,1062,336,31.63841808,1062,370,692,65.16007533,428,48,11.21495327,Minority,Block group,3401703580,HUDSON,Bayonne City,901,Not a split block group,Not Applicable,{A0AD3296-530B-4D8D-A056-83174E5F8A13},6028.034507,1396071.754
1728,3.4017E+11,1361,659,48.42027921,1361,370,991,72.81410727,493,41,8.31643002,Low Income and Minority,Block group,3401703580,HUDSON,Bayonne City,901,Not a split block group,Not Applicable,{6EA4E21E-C68A-4C00-8E05-3E33DAAE8A0A},3560.558617,776718.1645
1729,3.4017E+11,762,259,33.98950131,762,236,526,69.02887139,212,0,0,Minority,Block group,3401703580,HUDSON,Bayonne City,901,Not a split block group,Not Applicable,{C2A71EE4-40E0-4AC0-BEAD-D46481D6AB73},10546.55075,3769352.035
1730,3.4017E+11,1492,115,7.7077748,1492,458,1034,69.30294906,542,24,4.42804428,Minority,Block group,3401703580,HUDSON,Bayonne City,901,Not a split block group,Not Applicable,{766B90D3-D74B-4B20-B3B6-3934CBC1479D},4340.673553,1078969.429
1731,3.4017E+11,2278,289,12.68656716,2278,1164,1114,48.90254609,883,17,1.92525481,Minority,Block group,3401703580,HUDSON,Bayonne City,901,Not a split block group,Not Applicable,{F1509E4F-3091-492B-AF33-C1357D25A292},21648.13696,22166644.81
1732,3.4017E+11,1169,672,57.48502994,1169,733,436,37.2968349,446,60,13.4529148,Low Income,Block group,3401703580,HUDSON,Bayonne City,901,Not a split block group,Not Applicable,{D8877391-E4C0-4AF5-9C70-0C380CE03BB5},4383.387904,1009740.992
1733,3.4017E+11,1108,324,29.24187726,1108,564,544,49.09747292,417,0,0,Minority,Block group,3401703580,HUDSON,Bayonne City,901,Not a split block group,Not Applicable,{21123A7A-B62E-40C0-90F6-A8003186371F},4458.206417,1036144.863
1734,3.4017E+11,838,77,9.18854415,838,252,586,69.92840095,317,0,0,Minority,Block group,3401703580,HUDSON,Bayonne City,901,Not a split block group,Not Applicable,{C9B0BB63-60A0-4C72-BE7C-6846D4001E57},4289.192058,822854.9892
1735,3.4017E+11,1144,496,43.35664336,1144,563,581,50.78671329,410,45,10.97560976,Low Income and Minority,Block group,3401703580,HUDSON,Bayonne City,901,Not a split block group,Not Applicable,{002FC1E4-4D4C-495C-8FCA-CBD24A4941C0},5721.338613,971655.5223
1736,3.4017E+11,2059,235,11.41330743,2059,1124,935,45.41039339,737,11,1.49253731,Minority,Block group,3401703580,HUDSON,Bayonne City,901,Not a split block group,Not Applicable,{3F7EB051-DEED-4A0D-8191-EA936B24E0A3},12209.28976,5959501.602
1737,3.4017E+11,1377,608,44.15395788,1377,812,565,41.03122731,597,99,16.58291457,Low Income and Minority,Block group,3401703580,HUDSON,Bayonne City,901,Not a split block group,Not Applicable,{26183586-0E27-41A8-A584-CBC90B2FD195},7563.735498,2960290.324
1738,3.4017E+11,731,238,32.55813953,731,303,428,58.5499316,329,22,6.68693009,Minority,Block group,3401703580,HUDSON,Bayonne City,901,Not a split block group,Not Applicable,{5F0C3F56-9BCA-4A3F-A4C7-41ED46001D4F},5776.863322,1807234.875
