OBJECTID,GEOID,POVUNIVERSE,POPUNDER2XPOV,LOW_INCOME_PCT,TOTALPOP,NONHISPWHITE,TOTALMINORITY,MINORITY_PCT,TOTHH,TOTLANGUAGEISO,PCTLINGUAGEISO,OVERBURDENED_COMMUNITY_CRITERI,BG_TRIBAL,GEOID_COUNTYSUBDIVISION,COUNTY,NAME,MUN_CODE,SPLIT_BG,SPLIT_MUN,GLOBALID,Shape__Area,Shape__Length
2289,340230018063,1191,21,1.76322418,1191,28,1163,97.64903442,334,21,6.28742515,Minority,Block group,3402320230,MIDDLESEX,Edison Township,1205,Not a split block group,Not Applicable,c8a070b6-32ad-4554-a2f2-073f9eec7ec6,1474828.6697998,6066.21321917648
2290,340230018064,80,0,0,80,0,80,100,24,0,0,Minority,Block group,3402320230,MIDDLESEX,Edison Township,1205,Not a split block group,Not Applicable,ffaa77b8-c331-4ebf-a9ee-6a60f768356c,9939853.63894653,15366.2887591216
2291,340230019013,1252,235,18.76996805,1460,391,1069,73.21917808,610,79,12.95081967,Minority,Block group,3402320230,MIDDLESEX,Edison Township,1205,Not a split block group,Not Applicable,2f7b1379-6865-43b5-bc4b-55e1afca6253,6118095.79510498,11597.0773126205
2292,340230019023,771,187,24.2542153,777,338,439,56.4993565,380,5,1.31578947,Minority,Block group,3402320230,MIDDLESEX,Edison Township,1205,Not a split block group,Not Applicable,bf1409e8-c9b3-4f76-9a43-9edaab91c922,2219912.23245239,7090.13851411911
2293,340230019033,1891,291,15.38868324,1911,667,1244,65.09680795,668,0,0,Minority,Block group,3402320230,MIDDLESEX,Edison Township,1205,Not a split block group,Not Applicable,add31a6b-61c5-4bfa-8894-e8262ee5c3b0,4315950.40509033,10077.1847666989
2294,340230021021,1100,135,12.27272727,1100,655,445,40.45454545,432,7,1.62037037,Minority,Block group,3402345690,MIDDLESEX,Metuchen Borough,1209,Not a split block group,Not Applicable,873cb8cf-e36b-41de-86e7-ce87fd08f6e4,8315437.22998047,11968.7400631681
2295,340230021023,1919,117,6.09692548,1919,977,942,49.0880667,687,12,1.74672489,Minority,Block group,3402345690,MIDDLESEX,Metuchen Borough,1209,Not a split block group,Not Applicable,d9d776f5-c581-4261-81f5-aa966a32ac57,6040119.35455322,10858.368247094
2296,340230024011,2286,555,24.27821522,2286,1253,1033,45.18810149,830,30,3.61445783,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,314f0ecf-98ba-4287-ad5e-d61830821862,6120818.22265625,10724.4339414842
2297,340230024012,1595,317,19.87460815,1595,880,715,44.82758621,508,15,2.95275591,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,86e3b990-a447-434a-9a95-6d31e5a592b0,5745589.42678833,11137.085649907
2298,340230024013,425,72,16.94117647,425,190,235,55.29411765,149,10,6.7114094,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,9e1d8baf-e71e-42b7-ac29-d0cd19deee6a,3317896.05749512,10094.9568971792
2299,340230025001,1485,113,7.60942761,1485,427,1058,71.24579125,391,27,6.90537084,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,f7d10570-f6c5-414e-a008-951b2b6237c2,4756999.06933594,9463.97946400918
2300,340230023021,1899,176,9.26803581,1899,928,971,51.13217483,625,32,5.12,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,f62f4b6f-dc0e-4291-a8f0-dfa42bd69dae,11950795.7192383,20757.9240654572
2301,340230024021,1305,13,0.99616858,1367,616,751,54.93782004,466,21,4.50643777,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,70ce5996-9aa7-4cda-91b1-c80ba171a2f9,27988382.9283752,27533.3904271295
2302,340230025002,1172,261,22.26962457,1172,47,1125,95.98976109,411,169,41.11922141,Minority and Limited English,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,d7dfca3c-0779-4818-b60a-79ccf0956126,3894590.3633728,8967.83678881571
2303,340230025005,1771,42,2.3715415,1771,193,1578,89.10220215,527,65,12.33396584,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,c73e4e43-e191-4cf8-af2c-39d8369293c9,5251207.54193115,11085.6977575479
2304,340230026043,1834,398,21.70119956,1834,645,1189,64.83097056,528,0,0,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,b72adcc9-2965-4a00-aea1-117c56037fc3,4650431.37493896,10495.9862358995
2305,340230026051,761,94,12.3521682,761,394,367,48.2260184,245,4,1.63265306,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,add41f87-b521-47ff-b2ef-ce4689cd5f80,4022277.40863037,8580.19812164288
2306,340230025003,1636,188,11.49144254,1636,184,1452,88.75305623,485,13,2.68041237,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,51015d1b-492a-4d2b-9b24-134ac83669d5,7777275.00469971,12412.1735376945
2307,340230025004,1149,16,1.39251523,1149,247,902,78.50304613,405,14,3.45679012,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,245731f5-84de-4fed-b739-339e8478d33c,4478470.27792358,8944.78895329233
2308,340230026031,2988,427,14.29049531,2988,421,2567,85.9103079,1026,74,7.21247563,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,4623cf6d-bb52-407f-a26b-81b5b8117a31,15533843.8139648,16349.4557559021
2309,340230026032,1930,538,27.87564767,1930,278,1652,85.59585492,802,154,19.20199501,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,6b1e1e23-fa55-42b3-aef1-50376a78d45f,4924241.00411987,10367.8423252348
2310,340230026042,1150,214,18.60869565,1150,157,993,86.34782609,686,98,14.28571429,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,86c18540-8c50-473f-9138-cceed0d54835,7883773.31204224,12556.2702165675
2311,340230026044,1017,570,56.04719764,1017,359,658,64.70009833,310,11,3.5483871,Low Income and Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,244d3299-26d2-4da4-9386-7c09ba0cdbad,5793950.95330811,11357.0122908435
2312,340230026046,491,49,9.9796334,491,185,306,62.32179226,178,0,0,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,d790aac2-b89f-43f8-b37c-9f949751f0d8,2976673.83898926,8129.22996351641
2313,340230027013,1198,215,17.94657763,1198,624,574,47.91318865,538,0,0,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,5bfde97f-5c30-4aae-b533-5a2f9cc22150,6712607.11990356,11341.4960872869
2314,340230027031,606,65,10.72607261,606,240,366,60.3960396,193,50,25.90673575,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,a7586a7c-ecbe-4d8f-a584-e9ef7aad3829,4477300.36361694,9569.39572683972
2315,340230026052,1900,334,17.57894737,1900,1136,764,40.21052632,789,8,1.0139417,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,d227ec83-3b57-4e1b-96e6-e245c232d6c2,9738088.13247681,19007.2589042073
2316,340230027011,1774,356,20.06764374,1774,160,1614,90.98083427,618,74,11.97411003,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,5515b5db-fdee-4357-ba67-b50eb716b93f,8090994.8772583,15184.7712405741
2317,340230027012,1724,251,14.55916473,1724,559,1165,67.57540603,857,41,4.78413069,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,e96e5f46-1b1c-459e-9de0-7ea1d30875da,7330970.60696411,10570.710020295
2318,340230027033,1870,374,20,1870,396,1474,78.82352941,847,101,11.9244392,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,f1bf43cf-95d7-4f16-8cc4-252bf51e7d71,6261597.66265869,13675.930246056
2319,340230027034,3132,362,11.55810983,3132,1078,2054,65.58109834,1186,130,10.96121417,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,b39ce457-24e8-48e0-94e7-0944030c2771,5223524.56103516,12198.3537864066
2320,340230027035,881,0,0,881,331,550,62.42905789,337,0,0,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,ee5f2f20-1124-4555-ab8f-5cf56799ec7b,3139592.87063599,7468.93427857297
2321,340230029012,2355,168,7.13375796,2355,943,1412,59.95753715,905,13,1.43646409,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,48510017-f958-496a-a5f2-af1fb14b43f0,12817738.7476807,15614.3384287414
2322,340230028051,1384,99,7.15317919,1384,705,679,49.06069364,428,8,1.86915888,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,c4164308-1379-4ed1-9521-1537efd5f9ab,5925829.18743896,10636.7306459553
2323,340230028052,1248,194,15.54487179,1248,728,520,41.66666667,409,30,7.33496333,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,408090dd-c093-4396-b42f-69eeac29547e,8669978.5173645,11935.4729586103
2324,340230029011,929,254,27.34122713,963,500,463,48.07892004,363,0,0,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,7ef96ed8-2b1d-4032-821e-66a5e68e11a1,10275931.4586487,15406.4851103438
2325,340230029021,650,322,49.53846154,650,330,320,49.23076923,358,24,6.70391061,Low Income and Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,894aa3c5-57a6-4d67-bdc0-eddcebfdba26,2736854.14315796,9835.14546245709
2326,340230029022,1241,181,14.58501209,1241,497,744,59.95165189,456,0,0,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,02496e96-5c9e-4abc-b068-43e187e2bc4c,5229081.29946899,9324.38703381851
2327,340230029023,1333,557,41.78544636,1333,271,1062,79.66991748,333,82,24.62462462,Low Income and Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,86d357ba-53e1-4bbc-ace7-cd872d0be581,2269107.82040405,6499.64837018897
2328,340230030011,1769,388,21.93329565,1769,818,951,53.75918598,697,10,1.43472023,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,889eaa1d-fb92-46d3-b323-5a6ea4f3b2fa,7581942.64996338,11263.2989075302
2329,340230030021,2093,30,1.43334926,2093,104,1989,95.0310559,773,15,1.94049159,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,7db82f91-2024-4774-bf41-7d3fbeeaccd3,8167076.41345215,12347.4657786599
2330,340230030022,1556,122,7.84061697,1556,591,965,62.01799486,655,25,3.81679389,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,aa87a595-7064-48a0-b547-57ef0ca89482,27411288.1687622,33060.3008576775
2331,340230030023,1585,299,18.86435331,1585,199,1386,87.44479495,594,0,0,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,34cd26bd-73c0-4da2-a2d3-80a72c1328f4,6384195.64312744,11577.2535093798
2332,340230031022,1466,239,16.30286494,1466,512,954,65.07503411,789,7,0.88719899,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,c6624aed-e17c-474d-b22f-3132acb4875b,3846230.56344604,9886.57500121422
2333,340230032032,739,224,30.31123139,739,334,405,54.8037889,229,25,10.91703057,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,4eada82c-0b5d-4677-9805-ab82a8c15dcf,2945918.94229126,8402.13322825799
2334,340230032033,1193,234,19.61441744,1193,652,541,45.34786253,523,36,6.8833652,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,4cab58a6-e27c-4c8d-b218-8035907c8c50,4088943.24880981,11768.5194866531
2335,340230032034,760,340,44.73684211,760,292,468,61.57894737,278,11,3.95683453,Low Income and Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,f1c568b1-4182-44f3-bf8f-d66da0f77c28,4941363.150177,12722.9638023123
2336,340230033003,1925,579,30.07792208,1982,0,1982,100,564,324,57.44680851,Minority and Limited English,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,5282d97b-b481-4db0-bf7c-467620b29729,12974432.1509399,15260.9548006376
2337,340230035003,852,238,27.9342723,898,310,588,65.47884187,373,46,12.33243968,Minority,Block group,3402310750,MIDDLESEX,Carteret Borough,1201,Not a split block group,Not Applicable,2d3ebd31-92f3-4579-ade1-f128fc5e7b9d,18968640.638031,19710.7355941772
2338,340230030024,928,34,3.6637931,928,207,721,77.69396552,332,34,10.24096386,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,784677a0-82e4-4ada-843d-ce85ec7589fd,1674607.27258301,5219.92655405427
2339,340230031011,984,236,23.98373984,984,277,707,71.8495935,389,24,6.16966581,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,d9444e40-0eee-4615-8245-f341c20ccae5,3571052.27981567,7740.35615867018
2340,340230031012,667,7,1.04947526,679,241,438,64.50662739,214,8,3.73831776,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,54eed31c-1877-420e-966f-6f2400a22145,13022138.2077026,22905.721622516
2341,340230031013,1289,158,12.257564,1289,409,880,68.26997673,297,0,0,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,89ff15d5-856e-414a-922d-be3b56b215cd,2225824.26635742,7239.70070573777
2342,340230031021,2287,423,18.49584609,2287,829,1458,63.7516397,622,25,4.0192926,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,c68ad795-7f9e-4c41-bf20-8e49d5add115,7953908.06228638,11741.496098516
2343,340230031023,1209,437,36.14557486,1209,646,563,46.56741108,379,0,0,Low Income and Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,16eccaf0-9fbd-49d6-a78d-f150d12a285e,4655630.86541748,9238.53183650682
2344,340230032013,1407,325,23.09879176,1407,484,923,65.60056859,570,8,1.40350877,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,1ba2d1b1-22f8-4781-8e2d-2968ed2cff50,4631882.89550781,11382.2925295233
2345,340230032031,1384,278,20.0867052,1384,658,726,52.4566474,476,15,3.1512605,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,0b330e0e-32ad-460e-acec-c36a45342179,6229945.49316406,9686.34860629274
2346,340230032012,645,44,6.82170543,645,155,490,75.96899225,207,4,1.93236715,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,f50e3382-d8e2-45cc-943f-e3f35b036c7e,2955358.64572144,8198.46415271042
2347,340230033001,1622,785,48.39704069,1622,256,1366,84.21701603,672,14,2.08333333,Low Income and Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,93523618-ef2d-4313-8a97-c6324b5408ef,23895739.8720703,26245.1969535656
2348,340230033002,2805,594,21.17647059,2805,949,1856,66.16755793,1296,285,21.99074074,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,8057ec8e-044d-4388-bd6e-6e24ab1d7e13,9929868.23342896,13479.5356987848
2349,340230034011,1447,133,9.19143055,1447,613,834,57.63648929,551,0,0,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,61cb5d3d-f74d-4002-a084-3f618dfe11ad,8233396.87945557,16675.1135640963
2350,340230034012,1500,132,8.8,1500,446,1054,70.26666667,488,7,1.43442623,Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,b722448a-9e39-43b4-a3b4-d24a3a862252,5706425.47720337,10955.0628360631
2351,340230034013,425,162,38.11764706,454,194,260,57.26872247,179,24,13.40782123,Low Income and Minority,Block group,3402382000,MIDDLESEX,Woodbridge Township,1225,Not a split block group,Not Applicable,ee4239ce-fecd-4d87-8099-eba1f5c56392,10227452.3957214,20005.0597101883
2352,340230035001,1654,620,37.48488513,1654,284,1370,82.82950423,478,19,3.9748954,Low Income and Minority,Block group,3402310750,MIDDLESEX,Carteret Borough,1201,Not a split block group,Not Applicable,7f7d1c59-09a1-4699-b31b-02814d188b64,7023319.85296631,10871.351964859
2353,340230035002,1197,93,7.76942356,1197,297,900,75.18796992,408,45,11.02941176,Minority,Block group,3402310750,MIDDLESEX,Carteret Borough,1201,Not a split block group,Not Applicable,6dc46e5e-63a1-4adb-9203-e0606e2faf6f,4800367.56048584,9646.70299829816
2354,340230036012,3016,283,9.38328912,3016,584,2432,80.63660477,916,169,18.44978166,Minority,Block group,3402310750,MIDDLESEX,Carteret Borough,1201,Not a split block group,Not Applicable,79de23d9-b616-4b9f-b56e-bbe317b680bf,4839658.19573975,11045.830839929
2355,340230036013,3026,660,21.81097158,3026,541,2485,82.12161269,869,26,2.99194476,Minority,Block group,3402310750,MIDDLESEX,Carteret Borough,1201,Not a split block group,Not Applicable,099f82b7-c4a3-41e0-935c-17e3c3b672e8,5579043.40426636,10159.49793099
2356,340230038011,1330,269,20.22556391,1330,634,696,52.33082707,518,11,2.12355212,Minority,Block group,3402310750,MIDDLESEX,Carteret Borough,1201,Not a split block group,Not Applicable,60327008-272b-4b1c-ba1e-666e47b2f1f3,3827514.60476685,14876.2947440194
2357,340230038012,1147,404,35.22231909,1147,359,788,68.70095902,339,0,0,Low Income and Minority,Block group,3402310750,MIDDLESEX,Carteret Borough,1201,Not a split block group,Not Applicable,cd2b0c32-d73a-450f-8eff-5820c07bf3b8,5029420.95449829,13140.359854418
2358,340230038013,1920,206,10.72916667,1920,282,1638,85.3125,593,33,5.56492411,Minority,Block group,3402310750,MIDDLESEX,Carteret Borough,1201,Not a split block group,Not Applicable,13c9fcf5-e5c7-485c-8827-870c6c6d045e,2921862.63607788,7885.97807173026
2359,340230038014,1315,17,1.29277567,1315,117,1198,91.1026616,385,26,6.75324675,Minority,Block group,3402310750,MIDDLESEX,Carteret Borough,1201,Not a split block group,Not Applicable,92b95729-a0ab-44bc-83a1-e55fe98c49c0,2219239.72476196,7517.47706617223
2360,340230038021,1683,696,41.35472371,1683,123,1560,92.6916221,737,71,9.63364993,Low Income and Minority,Block group,3402310750,MIDDLESEX,Carteret Borough,1201,Not a split block group,Not Applicable,902ccc3a-e16f-4f84-a52d-ccee369fe8cf,1834100.14605713,7634.5524851296
2361,340230040001,616,370,60.06493506,616,0,616,100,192,73,38.02083333,Low Income and Minority,Block group,3402358200,MIDDLESEX,Perth Amboy City,1216,Not a split block group,Not Applicable,940ae014-3dae-432b-8a42-46ee3d8a015d,10541808.2462769,14668.6471675484
2362,340230040002,2872,438,15.25069638,2958,449,2509,84.82082488,1078,341,31.63265306,Minority,Block group,3402358200,MIDDLESEX,Perth Amboy City,1216,Not a split block group,Not Applicable,067204a3-1fb0-4dac-8537-12728a90487e,8103198.70965576,18319.575439985
2363,340230042002,2175,594,27.31034483,2185,173,2012,92.08237986,699,114,16.30901288,Minority,Block group,3402358200,MIDDLESEX,Perth Amboy City,1216,Not a split block group,Not Applicable,9371afba-6906-4531-8d65-b20d3ce38f6e,2315371.52355957,6465.03115558126
2364,340230043002,1378,681,49.41944848,1378,430,948,68.79535559,508,23,4.52755906,Low Income and Minority,Block group,3402358200,MIDDLESEX,Perth Amboy City,1216,Not a split block group,Not Applicable,09978c0e-ce87-41a2-b292-b7bf7a85cf13,2617084.60702515,6778.33277309045
2365,340230044001,1363,109,7.9970653,1373,214,1159,84.41369264,616,9,1.46103896,Minority,Block group,3402358200,MIDDLESEX,Perth Amboy City,1216,Not a split block group,Not Applicable,d420afe8-ee61-4538-99e1-0ad8e5b29e9f,2050267.56845093,6004.47332744861
2366,340230036011,1953,522,26.7281106,1953,504,1449,74.19354839,725,57,7.86206897,Minority,Block group,3402310750,MIDDLESEX,Carteret Borough,1201,Not a split block group,Not Applicable,49c1fd69-e9fb-41fa-a8eb-679289ce714d,3728408.92486572,9387.28652433237
2367,340230037001,962,40,4.15800416,962,289,673,69.95841996,236,33,13.98305085,Minority,Block group,3402310750,MIDDLESEX,Carteret Borough,1201,Not a split block group,Not Applicable,9d3a4dc6-5eb0-40e1-8c95-95ce18bc30bc,3362399.96090698,13216.8234943745
2368,340230037002,1416,381,26.90677966,1416,590,826,58.33333333,571,52,9.10683012,Minority,Block group,3402310750,MIDDLESEX,Carteret Borough,1201,Not a split block group,Not Applicable,2d730d87-e032-4f92-b0e4-af2d24daa7df,5262005.40042114,16147.7065154821
2369,340230037003,1203,40,3.32502078,1254,437,817,65.15151515,323,12,3.71517028,Minority,Block group,3402310750,MIDDLESEX,Carteret Borough,1201,Not a split block group,Not Applicable,5f7d931e-c084-4ab5-a420-75ab2ea0bcd7,4655501.60409546,9956.23577262518
2370,340230038022,2408,1616,67.10963455,2408,279,2129,88.41362126,842,55,6.53206651,Low Income and Minority,Block group,3402310750,MIDDLESEX,Carteret Borough,1201,Not a split block group,Not Applicable,48ff4ff5-83f1-4315-b0a3-9dd8b9fed4c7,2608886.87063599,7680.2148561778
2371,340230040003,1382,284,20.54992764,1382,78,1304,94.35600579,601,227,37.7703827,Minority,Block group,3402358200,MIDDLESEX,Perth Amboy City,1216,Not a split block group,Not Applicable,20492649-f15a-41cb-b2cb-32d6c91cd620,3894782.487854,7854.92893850755
2372,340230041001,1424,609,42.76685393,1424,245,1179,82.79494382,424,19,4.48113208,Low Income and Minority,Block group,3402358200,MIDDLESEX,Perth Amboy City,1216,Not a split block group,Not Applicable,91e36172-7451-425f-9d0d-a3113c174058,2111666.87210083,7094.52975840163
2373,340230041002,1586,641,40.41614124,1613,569,1044,64.72411655,643,156,24.26127527,Low Income and Minority,Block group,3402358200,MIDDLESEX,Perth Amboy City,1216,Not a split block group,Not Applicable,041be68f-1bc8-499f-bff9-b6c7cd202570,3748280.75912476,10027.0033733787
2374,340230042001,1164,490,42.09621993,1164,15,1149,98.71134021,435,156,35.86206897,Low Income and Minority,Block group,3402358200,MIDDLESEX,Perth Amboy City,1216,Not a split block group,Not Applicable,b8a7f077-bbed-480d-b56f-9d6b46f16df0,4029470.10638428,8640.37383149671
2375,340230043001,840,287,34.16666667,840,129,711,84.64285714,261,23,8.81226054,Minority,Block group,3402358200,MIDDLESEX,Perth Amboy City,1216,Not a split block group,Not Applicable,03e42ed9-f306-4f98-bfaf-5ab28b0ddc62,1325417.67965698,4970.73851345936
2376,340230043003,1471,1118,76.00271924,1471,50,1421,96.60095173,411,76,18.49148418,Low Income and Minority,Block group,3402358200,MIDDLESEX,Perth Amboy City,1216,Not a split block group,Not Applicable,77795d34-455c-448a-88c9-0ed13b431500,2939152.72192383,9034.9423947065
2377,340230044002,1667,879,52.72945411,1688,201,1487,88.09241706,535,124,23.17757009,Low Income and Minority,Block group,3402358200,MIDDLESEX,Perth Amboy City,1216,Not a split block group,Not Applicable,4609d61a-6009-4a53-98f9-af972bf67993,1894005.87667847,5932.09647061912
2378,340230044003,1854,763,41.15426106,1854,191,1663,89.69795038,490,101,20.6122449,Low Income and Minority,Block group,3402358200,MIDDLESEX,Perth Amboy City,1216,Not a split block group,Not Applicable,e1906a54-a5b5-45a5-8213-06a6c66bbb5d,1139725.57415771,4578.72479176032
2379,340230045011,1346,110,8.17236256,1346,5,1341,99.62852897,394,94,23.85786802,Minority,Block group,3402358200,MIDDLESEX,Perth Amboy City,1216,Not a split block group,Not Applicable,3012035a-9b63-4cb0-983c-3d98e73d65ec,1190101.40515137,6592.90327479036
2380,340230045012,953,541,56.76810073,953,82,871,91.39559286,278,0,0,Low Income and Minority,Block group,3402358200,MIDDLESEX,Perth Amboy City,1216,Not a split block group,Not Applicable,3ce1eccd-06d7-47ce-b7b7-6c4d2af66507,1121634.31994629,4332.05090677642
2381,340230045013,1479,875,59.16159567,1479,48,1431,96.75456389,610,194,31.80327869,Low Income and Minority,Block group,3402358200,MIDDLESEX,Perth Amboy City,1216,Not a split block group,Not Applicable,9efd9d15-5667-4d36-bba2-898d81c523e2,3092758.96966553,7672.55112114993
2382,340230045021,561,340,60.60606061,561,197,364,64.88413547,130,24,18.46153846,Low Income and Minority,Block group,3402358200,MIDDLESEX,Perth Amboy City,1216,Not a split block group,Not Applicable,538ce6c5-0dc3-4319-b0ef-e97215a4ec87,31535076.2948608,26845.4318306151
2383,340230045022,3370,1291,38.30860534,3370,209,3161,93.79821958,1181,37,3.13293819,Low Income and Minority,Block group,3402358200,MIDDLESEX,Perth Amboy City,1216,Not a split block group,Not Applicable,20358205-8cd5-4dcd-a279-519cbcd3e2dd,12056026.1873779,14536.322602903
2384,340230046002,1719,1040,60.50029087,1745,128,1617,92.66475645,649,296,45.60862866,"Low Income, Minority, and Limited English",Block group,3402358200,MIDDLESEX,Perth Amboy City,1216,Not a split block group,Not Applicable,51181911-bbfe-448b-8011-d8c8f2f7fa9d,2102575.50036621,5876.01319534695
2385,340230046004,1166,847,72.64150943,1166,51,1115,95.62607204,284,50,17.6056338,Low Income and Minority,Block group,3402358200,MIDDLESEX,Perth Amboy City,1216,Not a split block group,Not Applicable,6fe5ee80-a558-43e9-b6f0-4e7e7bc5c636,4276520.18444824,8781.37704604102
2386,340230046005,495,115,23.23232323,495,46,449,90.70707071,178,17,9.5505618,Minority,Block group,3402358200,MIDDLESEX,Perth Amboy City,1216,Not a split block group,Not Applicable,6fbebf16-e6d8-4495-8e37-267ab85f4854,2162693.86148071,5999.91129852808
2387,340230047001,1151,731,63.50999131,1151,429,722,62.72806255,290,34,11.72413793,Low Income and Minority,Block group,3402358200,MIDDLESEX,Perth Amboy City,1216,Not a split block group,Not Applicable,c51c2491-0467-4b3d-9d49-80f01c31b53d,1672179.74719238,6149.77583078473
2388,340230048001,1790,1321,73.79888268,1790,180,1610,89.94413408,651,265,40.70660522,"Low Income, Minority, and Limited English",Block group,3402358200,MIDDLESEX,Perth Amboy City,1216,Not a split block group,Not Applicable,b3219f53-aaae-43ed-b233-6f9560e8519d,2394183.95373535,7494.90451835062
2389,340230048003,3111,1613,51.8482803,3353,140,3213,95.82463466,988,278,28.13765182,Low Income and Minority,Block group,3402358200,MIDDLESEX,Perth Amboy City,1216,Not a split block group,Not Applicable,d4be3b49-4521-4c7e-9a95-0112f24b9633,22290534.9549255,29085.0876320354
2390,340230049001,2422,1029,42.48554913,2449,441,2008,81.99265006,1533,625,40.76973255,"Low Income, Minority, and Limited English",Block group,3402358200,MIDDLESEX,Perth Amboy City,1216,Not a split block group,Not Applicable,34e9a177-954e-4545-8141-6ada5aa56d78,2083476.13116455,6437.56839183621
